"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"mets","mets","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.3.2",NA,"R (>= 3.5), timereg (>= 1.9.4)","lava (>= 1.7.1), mvtnorm, numDeriv, compiler, Rcpp, splines,
survival (>= 2.43-1)","Rcpp, RcppArmadillo, mvtnorm","optimx, prodlim, cmprsk, testthat (>= 0.11), ucminf, knitr,
rmarkdown, ggplot2, cowplot, icenReg",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"mgcv","mgcv","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.8-42","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"mice","mice","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.15.0",NA,"R (>= 2.10.0)","broom, dplyr, generics, graphics, grDevices, lattice, methods,
Rcpp, rlang, stats, tidyr, utils","cpp11, Rcpp","broom.mixed, decor, future, furrr, glmnet, haven, knitr,
lme4, lmtest, MASS, metafor, mitml, miceadds, nnet, pan,
parallelly, purrr, randomForest, ranger, rmarkdown, rpart,
rstan, survival, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"mime","mime","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.12",NA,NA,"tools",NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","4.3.0"
"miniUI","miniUI","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1.1.1",NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"minqa","minqa","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.5",NA,NA,"Rcpp (>= 0.9.10)","Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"mitools","mitools","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.4",NA,NA,"DBI, methods, stats",NA,"RODBC, foreign",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"mnormt","mnormt","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.1.1",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"modelbased","modelbased","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.8.6",NA,"R (>= 3.6)","bayestestR (>= 0.13.0), datawizard (>= 0.6.2), effectsize (>=
0.8.1), insight (>= 0.18.5), parameters (>= 0.19.0),
performance (>= 0.10.0), graphics, stats, utils",NA,"brms, correlation, emmeans (>= 1.8.3), gamm4, gganimate,
ggplot2, glmmTMB, knitr, lme4, logspline, marginaleffects,
mgcv, patchwork, poorman, report, rmarkdown, rstanarm, rtdists,
see (>= 0.7.0), testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"modelr","modelr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1.11",NA,"R (>= 3.2)","broom, magrittr, purrr (>= 0.2.2), rlang (>= 1.0.6), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs",NA,"compiler, covr, ggplot2, testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"moments","moments","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.14.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"multcomp","multcomp","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4-23",NA,"stats, graphics, mvtnorm (>= 1.0-10), survival (>= 2.39-4),
TH.data (>= 1.0-2)","sandwich (>= 2.3-0), codetools",NA,"lme4 (>= 0.999375-16), nlme, robustbase, coin, MASS, foreign,
xtable, lmtest, coxme (>= 2.2-1), SimComp, ISwR, tram (>=
0.2-5), fixest (>= 0.10), glmmTMB",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"multcompView","multcompView","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1-9",NA,NA,"grid",NA,"multcomp, pgirmess, MASS",NA,"GPL",NA,NA,NA,NA,"no","4.3.0"
"munsell","munsell","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5.0",NA,NA,"colorspace, methods",NA,"ggplot2, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"mvtnorm","mvtnorm","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1-3",NA,"R(>= 3.5.0)","stats, methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"networkD3","networkD3","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4",NA,"R (>= 3.0.0)","htmlwidgets (>= 0.3.2), igraph, magrittr",NA,"htmltools (>= 0.2.6), jsonlite,","knitr, shiny","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"nlme","nlme","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.1-162","recommended","R (>= 3.5.0)","graphics, stats, utils, lattice",NA,"Hmisc, MASS, SASmixed",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"nloptr","nloptr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.0.3",NA,NA,NA,"testthat","knitr, rmarkdown, xml2, testthat (>= 3.0.0), covr",NA,"LGPL (>= 3)",NA,NA,NA,NA,"yes","4.3.0"
"nnet","nnet","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","7.3-19","recommended","R (>= 3.0.0), stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"numDeriv","numDeriv","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2016.8-1.1",NA,"R (>= 2.11.1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"officer","officer","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.6.2",NA,NA,"grDevices, stats, graphics, utils, zip (>= 2.1.0), xml2 (>=
1.1.0), openssl, R6, uuid, ragg",NA,"testthat, devEMF, ggplot2, rmarkdown, doconv (>= 0.3.0),
knitr, rsvg, magick",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"openssl","openssl","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.0.6",NA,NA,"askpass",NA,"curl, testthat (>= 2.1.0), digest, knitr, rmarkdown,
jsonlite, jose, sodium",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"openxlsx","openxlsx","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.2.5.2",NA,"R (>= 3.3.0)","grDevices, methods, Rcpp, stats, stringi, utils, zip","Rcpp","knitr, rmarkdown, roxygen2, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"pacman","pacman","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5.1",NA,"R (>= 3.5.0)","remotes, methods, stats, utils",NA,"BiocManager, knitr, lattice, testthat (>= 0.9.0), XML",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"paletteer","paletteer","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.5.0",NA,"R (>= 2.10)","prismatic, rematch2, rlang, rstudioapi",NA,"covr, ggplot2 (>= 3.3.0), ggthemes (>= 4.0.0), harrypotter
(>= 2.1.0), knitr, oompaBase, palr, pals, rmarkdown, scico,
testthat (>= 2.1.0), vdiffr, viridisLite",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"pander","pander","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.6.5",NA,"R (>= 2.15.0)","grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp","Rcpp","grid, lattice, ggplot2 (>= 0.9.2), sylly, sylly.en, logger,
survival, microbenchmark, zoo, nlme, descr, MASS, knitr,
rmarkdown, tables, reshape, memisc, Epi, randomForest, tseries,
gtable, rms, forecast, data.table",NA,"AGPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"parallel","parallel","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.3.0","base",NA,"tools, compiler",NA,"methods","snow, Rmpi","Part of R 4.3.0",NA,NA,NA,NA,"yes","4.3.0"
"parallelly","parallelly","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.36.0",NA,NA,"parallel, tools, utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.0"
"parameters","parameters","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.21.1",NA,"R (>= 3.6)","bayestestR (>= 0.13.0), datawizard (>= 0.7.0), insight (>=
0.19.2), graphics, methods, stats, utils",NA,"AER, afex, aod, BayesFactor, BayesFM, bbmle, betareg, BH,
biglm, blme, boot, brglm2, brms, broom, cAIC4, car, carData,
cgam, ClassDiscovery, clubSandwich, cluster, coda, cplm,
dbscan, domir (>= 0.2.0), drc, DRR, effectsize (>= 0.8.2),
EGAnet (>= 0.7), emmeans (>= 1.7.0), estimatr, factoextra,
FactoMineR, fastICA, fixest, fpc, gam, gamlss, gee, geepack,
ggeffects (>= 1.2.0), ggplot2, GLMMadaptive, glmmTMB,
GPArotation, gt, haven, httr, Hmisc, ivprobit, ivreg, knitr,
lavaan, lfe, lm.beta, lme4, lmerTest, lmtest, logspline, lqmm,
M3C, marginaleffects (>= 0.10.0), MASS, Matrix, mclogit,
mclust, MCMCglmm, mediation, merDeriv, metaBMA, metafor, mfx,
mgcv, mice, mmrm, multcomp, MuMIn, NbClust, nFactors,
nestedLogit, nlme, nnet, openxlsx, ordinal, panelr, pbkrtest,
PCDimension, performance (>= 0.10.1), plm, PMCMRplus, poorman,
posterior, PROreg, pscl, psych, pvclust, quantreg,
randomForest, rmarkdown, rms, rstanarm, sandwich, see (>=
0.7.5), sparsepca, survey, survival, testthat, tidyselect, TMB,
truncreg, VGAM, withr, WRS2",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"patchwork","patchwork","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.2",NA,NA,"ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics",NA,"knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"pbapply","pbapply","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.7-0",NA,"R (>= 3.2.0)","parallel",NA,"shiny, future, future.apply",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"pbkrtest","pbkrtest","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5.2",NA,"R (>= 4.1.0), lme4 (>= 1.1.31)","broom, dplyr, MASS, Matrix (>= 1.2.3), methods, numDeriv,
parallel",NA,"knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"pec","pec","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2023.04.12",NA,"R (>= 2.9.0), prodlim (>= 1.4.9)","foreach (>= 1.4.2), rms (>= 4.2-0), survival (>= 2.37-7),
riskRegression (>= 2020.02.05), lava (>= 1.4.1), timereg (>=
1.8.9),",NA,"party, cmprsk (>= 2.2-7), rpart, Hmisc (>= 3.14-4)","randomForestSRC","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"performance","performance","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.10.3",NA,"R (>= 3.6)","bayestestR (>= 0.13.0), insight (>= 0.19.1), datawizard (>=
0.7.0), methods, stats, utils",NA,"AER, afex, BayesFactor, bayesplot, betareg, bigutilsr,
blavaan, boot, brms, car, CompQuadForm, correlation, cplm,
dbscan, estimatr, fixest, forecast, gamm4, ggplot2, glmmTMB,
graphics, Hmisc, httr, ICS, ICSOutlier, ISLR, ivreg, lavaan,
lme4, lmtest, loo, MASS, Matrix, mclogit, mclust, metadat,
metafor, mgcv, mlogit, multimode, nlme, nonnest2, ordinal,
parallel, parameters (>= 0.20.3), patchwork, pscl, psych,
randomForest, rmarkdown, rstanarm, rstantools, sandwich, see
(>= 0.7.5), survey, survival, testthat, tweedie, VGAM, withr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"pillar","pillar","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.9.0",NA,NA,"cli (>= 2.3.0), fansi, glue, lifecycle, rlang (>= 1.0.2), utf8
(>= 1.1.0), utils, vctrs (>= 0.5.0)",NA,"bit64, DBI, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nanotime, nycflights13, palmerpenguins,
rmarkdown, scales, stringi, survival, testthat (>= 3.1.1),
tibble, units (>= 0.7.2), vdiffr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"pkgbuild","pkgbuild","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.0",NA,"R (>= 3.4)","callr (>= 3.2.0), cli (>= 3.4.0), crayon, desc, prettyunits,
processx, R6, rprojroot, withr (>= 2.3.0)",NA,"covr, cpp11, knitr, mockery, Rcpp, rmarkdown, testthat (>=
3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"pkgconfig","pkgconfig","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.0.3",NA,NA,"utils",NA,"covr, testthat, disposables (>= 1.0.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"pkgdown","pkgdown","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.0.7",NA,"R (>= 3.1.0)","bslib (>= 0.3.1), callr (>= 3.7.3), cli, desc, digest, downlit
(>= 0.4.0), fs (>= 1.4.0), httr (>= 1.4.2), jsonlite, magrittr,
memoise, purrr, ragg, rlang (>= 1.0.0), rmarkdown (>=
1.1.9007), tibble, whisker, withr (>= 2.4.3), xml2 (>= 1.3.1),
yaml",NA,"covr, diffviewer, evaluate, htmltools, htmlwidgets, knitr,
lifecycle, methods, openssl, pkgload (>= 1.0.2), rsconnect,
rstudioapi, rticles, sass, testthat (>= 3.1.3), tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"pkgload","pkgload","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.3.2",NA,"R (>= 3.4.0)","cli (>= 3.3.0), crayon, desc, fs, glue, methods, rlang (>=
1.0.3), rprojroot, utils, withr (>= 2.4.3)",NA,"bitops, covr, mathjaxr, mockr, pak, pkgbuild, Rcpp, remotes,
rstudioapi, testthat (>= 3.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"plogr","plogr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.2.0",NA,NA,NA,NA,"Rcpp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"plotly","plotly","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.10.1",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises",NA,"MASS, maps, hexbin, ggthemes, GGally, ggalluvial, testthat,
knitr, devtools, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl,
rmarkdown, Cairo, broom, webshot, listviewer, dendextend,
maptools, rgeos, sf, png, IRdisplay, processx, plotlyGeoAssets,
forcats, palmerpenguins, rversions, reticulate, rsvg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"plotrix","plotrix","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.8-2",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"plyr","plyr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.8.8",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"PMCMRplus","PMCMRplus","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.9.6",NA,"R (>= 3.5.0)","mvtnorm (>= 1.0), multcompView, gmp, Rmpfr, SuppDists,
kSamples (>= 1.2.7), BWStest (>= 0.2.1), MASS, stats",NA,"xtable, graphics, knitr, rmarkdown, car, e1071, multcomp,
pwr, NSM3",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.0"
"png","png","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1-8",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"polspline","polspline","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.22",NA,NA,"stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"polynom","polynom","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4-1",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"praise","praise","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"prettyunits","prettyunits","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.1",NA,NA,NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"prismatic","prismatic","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.1",NA,"R (>= 3.2)","graphics, farver (>= 2.0.1), grDevices",NA,"covr, crayon, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"pROC","pROC","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.18.2",NA,"R (>= 2.14)","methods, plyr, Rcpp (>= 0.11.1)","Rcpp","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.0"
"processx","processx","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.8.1",NA,"R (>= 3.4.0)","ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.7.3), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0),
webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"prodlim","prodlim","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2023.03.31",NA,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, data.table, grDevices, graphics,
diagram, survival, KernSmooth, lava","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"productplots","productplots","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1.1",NA,NA,"plyr, ggplot2",NA,"reshape2, testthat, covr",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"profvis","profvis","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.3.8",NA,"R (>= 3.0)","htmlwidgets (>= 0.3.2), purrr, rlang (>= 0.4.9), stringr,
vctrs",NA,"knitr, ggplot2, rmarkdown, testthat (>= 3.0.0), devtools,
shiny, htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"progress","progress","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"progressr","progressr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.13.0",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, cli, crayon, pbmcapply, progress,
purrr, foreach, plyr, doFuture, future, future.apply, furrr,
RPushbullet, rstudioapi, shiny, commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"proj4","proj4","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0-12",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"promises","promises","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.0.1",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"protolite","protolite","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.2.0",NA,NA,"Rcpp (>= 0.12.12), jsonlite","Rcpp","spelling, curl, testthat, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"proxy","proxy","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4-27",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"pryr","pryr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1.6",NA,"R (>= 3.1.0)","codetools, lobstr, methods, Rcpp (>= 0.11.0), stringr","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"ps","ps","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.7.5",NA,"R (>= 3.4)","utils",NA,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"psych","psych","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.3.3",NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",NA,"psychTools, GPArotation, lavaan, lme4, Rcsdp, graph, knitr,
Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"Publish","Publish","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2023.01.17",NA,"prodlim (>= 1.5.4)","survival (>= 2.38), data.table (>= 1.10.4), lava (>= 1.5.1),
multcomp (>= 1.4)",NA,"riskRegression (>= 2020.09.07), testthat, smcfcs (>= 1.4.1),
rms (>= 6.1.0), mitools (>= 2.4), nlme (>= 3.1-131)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"purrr","purrr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.1",NA,"R (>= 3.4.0)","cli (>= 3.4.0), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 0.4.10), vctrs (>= 0.5.0)","cli","covr, dplyr (>= 0.7.8), httr, knitr, lubridate, rmarkdown,
testthat (>= 3.0.0), tibble, tidyselect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"quantreg","quantreg","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","5.95",NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"interp, rgl, logspline, nor1mix, Formula, zoo, R.rsp, conquer",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"R6","R6","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"ragg","ragg","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.5",NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"ranger","ranger","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.15.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"rapidjsonr","rapidjsonr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.0",NA,NA,NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"rappdirs","rappdirs","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"rapportools","rapportools","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1",NA,NA,"plyr, pander, reshape2, MASS",NA,NA,NA,"AGPL-3",NA,NA,NA,NA,"no","4.3.0"
"rcmdcheck","rcmdcheck","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.0",NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"RColorBrewer","RColorBrewer","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.0"
"Rcpp","Rcpp","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.10",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"RcppArmadillo","RcppArmadillo","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.12.4.0.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"RcppEigen","RcppEigen","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.3.3.9.3",NA,"R (>= 3.6.0)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"RcppProgress","RcppProgress","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
